Token                          Frequency
-----------------------------  ---------
for                                    1
competitors                            1
tool                                   1
well                                   1
fraud                                  1
includes                               1
sources                                1
10,500                                 1
publishes                              1
business                               1
statistics                             1
of                                     1
stock                                  1
more                                   1
valuation                              1
interactive                            1
traded                                 1
quote                                  1
description                            1
comprehensive                          1
2011                                   1
on                                     1
investigation                          1
profile                                3
financial                              1
analyst                                1
information                            3
news                                   1
a                                      2
as                                     2
companies                              1
the                                    1
and                                    2
manual                                 1
price                                  1
netadvantage                           1
3.469                                  1
than                                   1
company                                3
an                                     1
charting                               1
examiners                              1
each                                   1
latest                                 1
also                                   1
publicly                               1
ratings                                1

Totals:                     47        56
