Token                          Frequency
-----------------------------  ---------
need                                   1
using                                  2
person                                 1
for                                    2
verify                                 3
conducted                              1
linda                                  2
knew                                   1
its                                    2
corporation                            1
story                                  1
of                                     9
over                                   1
basically                              1
are                                    2
nagel                                  1
materials                              1
authenticity                           1
verified                               1
report                                 1
2011                                   1
her                                    1
right                                  1
books                                  1
plus                                   1
information                            9
essential                              1
how                                    1
orion                                  2
or                                     5
told                                   2
done                                   1
did                                    1
questions                              1
steps                                  1
he                                     2
third                                  2
not                                    4
suppose                                1
independently                          3
covert                                 1
documentary                            1
records                                1
some                                   1
collins                                8
confronts                              1
made                                   1
16                                     1
examiner                               7
useless                                1
protect                                1
kind                                   1
witness                                2
de                                     2
identity                               3
unless                                 1
presses                                1
money                                  1
usually                                1
me                                     1
want                                   2
frequently                             1
ensure                                 1
direct                                 1
reed                                   2
documents                              4
vendor                                 1
ms                                     4
a                                      5
should                                 1
taking                                 2
talked                                 1
reasonable                             1
i                                      2
rodriguez                              1
account                                2
keep                                   1
to                                    11
but                                    1
reveal                                 2
percent                                1
second                                 1
furnishes                              1
took                                   1
revealed                               1
by                                     2
since                                  1
fraud                                  1
must                                   1
has                                    3
procedures                             1
sources                                2
who                                    1
jim                                    1
witnesses                              3
were                                   1
accomplished                           1
would                                  4
incorporated                           1
someone                                1
when                                   3
three                                  1
care                                   1
taken                                  2
investigation                          1
had                                    1
be                                     4
garza                                  2
examinations                           1
objective                              1
get                                    1
so                                     1
learn                                  1
display                                1
indicating                             1
cost                                   1
confrontation                          1
and                                    6
that                                   9
copies                                 1
bailey                                 1
names                                  1
company                                1
la                                     2
examiners                              1
kickbacks                              1
case                                   1
example                                3
this                                   5
mary                                   1
does                                   2
phrasing                               1
payable                                1
other                                  4
can                                    2
increased                              1
have                                   4
evidence                               5
about                                  1
way                                    1
from                                   6
through                                1
drinks                                 1
possible                               1
if                                     4
questioning                            1
showing                                1
develop                                2
corroborate                            2
find                                   1
all                                    1
confidential                           3
with                                   2
is                                     3
accounts                               1
it                                     2
matter                                 1
3.314                                  1
makes                                  1
your                                   1
at                                     1
origin                                 2
potential                              1
as                                     2
you                                    6
inquiries                              1
the                                   25
know                                   1
in                                     3
informant                              5
manual                                 1
representative                         1
furnished                              1
cohesive                               1
objectives                             1
source                                 9
there                                  1
provided                               2
wrong                                  1
manner                                 1
informants                             1
first                                  1
out                                    1

Totals:                    183       372
