Token                          Frequency
-----------------------------  ---------
different                              1
for                                    1
have                                   2
common                                 2
courts                                 2
issue                                  1
state                                  3
most                                   1
states                                 1
court                                  1
brought                                1
jurisdiction                           3
fraud                                  1
who                                    1
of                                     1
over                                   2
more                                   1
are                                    1
federal                                3
parties                                1
criminal                               2
civil                                  3
be                                     1
law                                    2
is                                     1
may                                    1
claims                                 2
or                                     3
at                                     1
in                                     2
and                                    3
$75,000                                1
which                                  1
controversies                          1
statutes                               2
involving                              1
certain                                1
actions                                1
residents                              1

Totals:                     39        60
