Token                          Frequency
-----------------------------  ---------
different                              1
double-pledging                        1
with                                   1
liens                                  1
before                                 1
the                                    2
lenders                                2
same                                   1
without                                1
and                                    1
borrowers                              1
are                                    1
collateral                             2
recorded                               1
pledge                                 1
telling                                1

Totals:                     16        19
