Token                          Frequency
-----------------------------  ---------
to                                     4
but                                    1
by                                     1
forgotten                              2
concerns                               1
has                                    2
who                                    1
of                                     1
adopted                                1
more                                   1
recollection                           1
when                                   1
refresh                                1
had                                    1
be                                     4
once                                   1
such                                   1
or                                     4
shown                                  2
and                                    2
that                                   1
memorandum                             1
record                                 1
now                                    1
recorded                               1
records                                1
knowledge                              1
allow                                  1
memoranda                              1
events                                 1
testimony                              1
made                                   1
recollections                          1
witness                                4
was                                    2
accurate                               2
complete                               1
fresh                                  1
if                                     3
temporarily                            1
may                                    2
is                                     1
it                                     3
matter                                 2
a                                      3
admissible                             1
the                                    6
in                                     1
memory                                 1
also                                   1

Totals:                     50        81
