Token                          Frequency
-----------------------------  ---------
to                                     1
damaged                                1
examine                                1
can                                    1
spy                                    1
has                                    1
of                                     1
surveillance                           1
when                                   2
value                                  1
detected                               1
right                                  1
light                                  1
erased                                 1
be                                     1
film                                   3
burned                                 1
with                                   1
is                                     1
documents                              2
contents                               1
or                                     2
infrared                               3
needs                                  1
done                                   1
under                                  2
the                                    3
conditions                             1
even                                   1
low                                    1
very                                   1

Totals:                     31        41
