Token                          Frequency
-----------------------------  ---------
for                                    5
no                                     1
noted                                  1
rights                                 4
its                                    1
whether                                1
sufficient                             1
of                                     7
are                                    2
refuses                                1
on                                     1
2011                                   1
government                             5
itself                                 1
violating                              1
nexus                                  1
answer                                 2
questions                              2
companies                              1
he                                     1
expanded                               1
include                                1
not                                    2
them                                   1
crime                                  1
then                                   1
will                                   1
attorney                               1
some                                   1
might                                  2
acts                                   1
fails                                  1
before                                 1
subject                                1
states                                 1
2.408                                  1
private                               11
could                                  1
situation                              1
held                                   1
self-incrimination                     1
may                                    1
fifth                                  1
liable                                 1
absence                                1
a                                      7
should                                 2
taking                                 1
essentially                            1
interview                              1
terminated                             1
actions                                2
to                                     8
amendment                              1
behalf                                 1
apply                                  1
individual                             1
entity                                 2
determination                          1
by                                     2
where                                  1
fraud                                  1
who                                    1
potentially                            1
were                                   1
would                                  1
police                                 2
any                                    1
when                                   1
incriminate                            1
action                                 2
investigation                          1
key                                    1
be                                     6
protections                            2
protection                             1
situations                             1
examinations                           1
connection                             1
however                                1
such                                   2
agent                                  3
and                                    1
that                                   4
company                                7
employers                              2
against                                2
examiners                              1
constitutional                         4
regulated                              1
case                                   1
example                                1
acting                                 2
this                                   2
does                                   1
have                                   1
state                                  1
dismissal                              1
incriminating                          1
adverse                                1
cooperate                              1
because                                1
during                                 1
if                                     2
generally                              1
above                                  1
treated                                1
employee                               2
consult                                1
between                                1
triggered                              1
refusing                               1
law                                    1
with                                   2
is                                     4
it                                     1
thus                                   1
as                                     5
the                                   16
in                                     5
therefore                              1
manual                                 1
interviewer                            1
an                                     8
there                                  3
directed                               1
certain                                1
discussed                              1
their                                  1
also                                   1
employees                              5

Totals:                    131       249
