Token                          Frequency
-----------------------------  ---------
to                                     2
it                                     1
publishers                             1
so                                     1
gale                                   3
companies                              1
provides                               1
most                                   1
the                                    1
includes                               1
access                                 2
and                                    1
online                                 2
of                                     1
directories                            1
directory                              2
popular                                1
associations                           1
library                                2
on                                     2
some                                   1

Totals:                     21        29
