Token                          Frequency
-----------------------------  ---------
need                                   1
they                                   1
for                                    2
etc                                    1
involve                                1
avoid                                  1
of                                     7
time                                   1
help                                   1
are                                    2
e.g                                    1
search                                 3
performing                             1
2011                                   1
on                                     1
information                            4
patterns                               1
once                                   1
searching                              1
identify                               1
or                                     2
will                                   4
furthermore                            1
keeping                                1
common                                 1
broad                                  1
data                                   5
most                                   1
examiner                               3
collection                             1
irrelevant                             1
protect                                1
likelihood                             1
digital                                3
short                                  1
allegations                            1
words                                  4
dates                                  1
numbers                                1
left                                   1
identifying                            1
look                                   1
may                                    1
collected                              1
a                                      4
establish                              1
enormous                               1
should                                 3
material                               1
process                                2
point                                  1
account                                1
part                                   1
overly                                 1
based                                  1
to                                     6
terms                                  1
by                                     2
progresses                             1
identified                             1
type                                   1
used                                   1
fraud                                  3
been                                   1
has                                    1
must                                   1
amount                                 2
more                                   1
his                                    1
care                                   1
forensics                              1
investigation                          1
be                                     4
examinations                           1
keywords                               2
reduce                                 1
and                                    5
3.723                                  1
that                                   6
amounts                                1
strong                                 1
names                                  1
contain                                1
examiners                              3
known                                  2
case                                   3
commonly                               1
this                                   2
filter                                 1
large                                  1
other                                  1
can                                    2
evidence                               1
culling                                1
about                                  1
volumes                                1
from                                   1
analysis                               1
was                                    1
because                                1
possible                               1
complete                               2
relevant                               5
with                                   1
is                                     2
it                                     1
keyword                                3
at                                     1
investigators                          1
as                                     4
list                                   2
the                                   10
minimize                               1
searches                               3
in                                     3
manual                                 1
devised                                1
take                                   1
there                                  1
an                                     1
searched                               1

Totals:                    121       209
