Token                          Frequency
-----------------------------  ---------
electronic-discovery                   1
using                                  3
excerpted                              1
plastic                                1
store                                  2
particular                             2
visit                                  5
supports                               1
briefing                               1
managing                               1
creates                                1
augment                                1
formats                                1
time                                   1
top-level                              1
created                                1
search                                 2
levels                                 1
located                                1
event                                  4
advanced                               1
features                               1
2011                                  10
objects                                3
deep                                   1
these                                  6
intelligence                           3
limits                                 1
patterns                               2
once                                   2
loading                                1
offers                                 6
companies                              3
number                                 3
wide                                   1
meet                                   1
jfs                                    1
corrective                             2
authorities                            5
lines                                  1
each                                   2
big                                    1
letters                                1
discovery                              2
attacks                                1
i2                                     5
xanalys                                4
unique                                 1
knowledge                              2
installed                              1
debriefings                            1
examiner                               1
laundering                             1
multi-channel                          3
preventive                             1
could                                  1
times                                  1
end-to-end                             2
map                                    1
examined                               1
relationships                          3
sophisticated                          1
sheet                                  1
ensure                                 2
anti-fraud                             1
may                                    1
needs                                  1
organizations                          1
a                                     48
adobe                                  1
web                                    1
electronic                             1
charts                                 7
analyze                                3
new                                    5
configurable                           1
including                              6
statutes                               3
background                             1
construct                              1
notes                                  1
gathered                               1
methods                                1
physical                               1
change                                 1
entity                                 1
tool                                   3
by                                     7
has                                    1
conduct                                1
software                              10
updated                                1
facts                                  6
any                                    4
capture                                3
embedding                              1
key                                    2
be                                    10
processes                              1
financial                              1
claims                                 1
manually                               1
display                                1
code                                   1
sleeper                                1
sanction                               1
cs                                     1
and                                   93
investigations                         7
processed                              1
involved                               2
detection                              4
items                                  1
linking                                1
against                                1
behavioral                             1
examiners                             10
distinguish                            1
queries                                1
quickchart                             1
large                                  3
collect                                1
insurance                              1
disparate                              1
obtained                               1
sex                                    1
evidence                               3
insider                                2
existing                               2
organize                               6
volumes                                2
through                                1
analysis                              17
complaints                             1
business                               1
response                               1
findings                               1
possible                               1
following                              1
showing                                1
casesoft                               1
employee                               1
types                                  3
all                                    7
activity                               2
individuals                            1
law                                    3
functionality                          1
makes                                  1
at                                     1
viewed                                 1
as                                    10
audit                                  2
compromised                            1
tracks                                 1
centralized                            2
stages                                 1
entire                                 1
which                                  2
source                                 2
an                                     9
there                                  1
approach                               1
icons                                  1
attributes                             1
graphs                                 2
manages                                1
manager                                5
deposit                                1
filtering                              2
otherwise                              1
third-party                            1
ibase                                  3
of                                    44
visualization                          1
operation                              1
help                                   5
among                                  1
report                                 3
on                                     8
only                                   1
import                                 1
activities                             1
configure                              1
central                                1
listed                                 1
reported                               1
screen                                 1
programs                               3
services                               1
numerous                               2
or                                    12
predictive                             1
questions                              1
flexible                               1
powerful                               2
composite                              1
include                                4
them                                   1
then                                   1
will                                   1
auto                                   1
reporting                             14
work-related                           1
series                                 1
binder                                 1
evaluate                               1
investigative                          7
