Token                          Frequency
-----------------------------  ---------
2008                                   1
ten                                    1
birth                                  1
via                                    1
individual                             1
identifiers                            1
for                                    3
etc                                    1
by                                     1
iii                                    4
people                                 1
race                                   1
center                                 1
fbi                                    3
requests                               1
of                                     5
more                                   1
transmitted                            1
are                                    2
search                                 1
file                                   1
criminal                               3
ncic                                   1
serious                                1
exchange                               1
responsibility                         1
networks                               1
information                            2
million                                1
index                                  4
national                               2
or                                     2
under                                  2
agencies                               1
and                                    5
that                                   2
system                                 1
index-pointer                          1
crime                                  1
non-criminal                           1
than                                   1
lines                                  1
queries                                1
felonies                               1
records                                1
assumed                                1
interstate                             3
justice                                1
sex                                    1
other                                  1
have                                   2
made                                   1
state                                  3
data                                   1
about                                  1
states                                 3
from                                   2
includes                               1
date                                   2
fingerprint                            1
telecommunications                     1
federal                                1
numbers                                1
misdemeanors                           1
name                                   2
maintains                              1
all                                    1
september                              1
individuals                            1
law                                    1
participated                           2
held                                   1
is                                     1
sids                                   1
as                                     2
the                                   12
in                                     2
searches                               1
arrested                               1
nationwide                             1
identification                         4
an                                     3
forty-eight                            1
histories                              1
nff                                    2
also                                   1
64.9                                   1

Totals:                     87       143
