Token                          Frequency
-----------------------------  ---------
they                                   1
traders                                2
for                                    1
reason                                 1
determine                              1
calculated                             1
of                                     7
compared                               1
are                                   10
futures                               17
2011                                   1
only                                   1
on                                     4
quantity                               1
derive                                 2
standardized                           1
these                                  2
or                                     4
organized                              1
exchange-traded                        1
fair                                   2
not                                    1
price                                  6
will                                   2
each                                   1
indicates                              1
low                                    1
delivery                               5
some                                   1
upon                                   1
sellers                                1
might                                  2
mentioned                              1
states                                 1
line                                   1
use                                    1
derivatives                            1
date                                   1
sell                                   2
agreements                             1
grade                                  1
do                                     1
contracts                              8
intrinsic                              1
rises                                  1
options                                3
united                                 1
buyers                                 1
markets                                5
later                                  1
a                                      7
specifications                         1
narrow                                 1
industrial                             1
down                                   1
reflect                                1
to                                     6
transactions                           1
location                               1
terms                                  1
by                                     1
fraud                                  2
values                                 1
derivative                             1
future                                 1
any                                    1
when                                   1
value                                  6
underlying                             7
derived                                2
be                                     1
financial                              2
exchanges                              1
agreed                                 1
index                                  4
such                                   2
contract                               7
possibility                            1
otc                                    1
relative                               1
forces                                 1
size                                   1
and                                    7
difference                             1
that                                   1
market                                 3
settled                                2
often                                  1
1.1527                                 1
called                                 1
cash                                   6
examiners                              1
previously                             1
securities                             2
known                                  1
make                                   1
this                                   2
other                                  2
have                                   1
trade                                  1
over-the-counter                       1
security                               2
from                                   4
because                                1
details                                1
traded                                 2
if                                     3
making                                 1
trader                                 1
preset                                 1
between                                1
too                                    2
keeps                                  1
negotiated                             1
with                                   2
is                                     4
at                                     2
as                                     4
the                                   17
in                                     6
agricultural                           1
intent                                 1
section                                1
expecting                              1
manual                                 1
months                                 1
which                                  1
commodity                              7
take                                   1
there                                  1
an                                     3
discussed                              1
things                                 1
high                                   3
themselves                             1
primer                                 1
their                                  6
also                                   1
counterparties                         1

Totals:                    139       309
