Token                          Frequency
-----------------------------  ---------
to                                     2
technique                              1
analyzing                              1
individual                             1
for                                    1
change                                 1
determines                             1
fraud                                  1
function                               1
expenses                               1
3.610                                  1
amount                                 1
of                                     3
tools                                  1
are                                    1
would                                  1
2011                                   1
on                                     1
investigation                          1
year                                   4
something                              1
right                                  1
financial                              1
so                                     1
or                                     1
suggest                                1
and                                    3
not                                    1
statement                              1
that                                   1
items                                  1
ratio                                  1
horizontal                             2
company                                3
examiners                              1
reporting                              1
years                                  1
this                                   1
large                                  1
trends                                 1
next                                   1
one                                    1
data                                   1
from                                   1
analysis                               4
net                                    1
considered                             1
computed                               1
profit                                 1
is                                     3
percentage                             2
a                                      5
subsequent                             1
as                                     1
the                                    9
in                                     4
manual                                 1
inventory                              2
base                                   2
within                                 1
first                                  1
shift                                  1
changes                                1
discrepancies                          1

Totals:                     64        98
