Token                          Frequency
-----------------------------  ---------
to                                     8
they                                   1
old                                    1
but                                    1
ftc                                    1
percent                                1
store                                  1
its                                    1
fraud                                  1
been                                   1
who                                    1
amount                                 1
of                                     2
operation                              1
salesperson                            1
were                                   1
would                                  2
be                                     1
sold                                   2
re-sales                               1
information                            2
continuous                             1
disclose                               2
or                                     1
told                                   1
number                                 1
sale                                   1
and                                    1
not                                    2
many                                   1
that                                   4
present                                1
failure                                1
turnovers                              1
opening                                1
disclosure                             1
require                                1
day                                    1
each                                   1
does                                   1
other                                  1
have                                   3
next                                   1
one                                    1
issue                                  1
franchiser                             2
from                                   2
another                                1
words                                  1
franchisers                            1
times                                  1
franchisee                             5
rule                                   1
usually                                1
prospective                            1
is                                     1
may                                    1
it                                     1
franchise                              1
percentage                             1
important                              1
a                                      4
back                                   1
rates                                  1
the                                    9
in                                     3
material                               1
re-sold                                1
new                                    1
additional                             1
successful                             1
high                                   1
claim                                  1
stores                                 2
remained                               1
success                                1
x                                      1

Totals:                     77       115
