Token                          Frequency
-----------------------------  ---------
theft                                  2
tightly                                1
they                                   2
propensity                             1
have                                   1
for                                    3
street                                 1
being                                  1
ready                                  1
surgery                                1
canes                                  1
after                                  1
because                                1
of                                     2
abuse                                  1
although                               1
are                                    2
admission                              1
narcotic                               1
usually                                1
on                                     1
employee                               1
pharmaceuticals                        2
sold                                   1
be                                     1
supplies                               3
stolen                                 2
may                                    1
selling                                1
such                                   1
drugs                                  1
or                                     1
a                                      1
controlled                             1
as                                     1
still                                  1
the                                    2
sunglasses                             1
and                                    4
market                                 1
kits                                   1
items                                  1
popular                                1
cataract                               1

Totals:                     44        58
