Token                          Frequency
-----------------------------  ---------
to                                     3
for                                    1
reason                                 1
withdrawn                              1
become                                 1
linda                                  3
misdeed                                1
people                                 1
has                                    1
been                                   1
whether                                1
after                                  1
of                                     3
paints                                 1
happen                                 1
guilt                                  1
light                                  1
had                                    1
be                                     1
financial                              1
problems                               1
get                                    1
so                                     1
extra                                  1
or                                     5
acknowledging                          1
greedy                                 1
answer                                 1
did                                    6
alternative                            4
quiet                                  1
he                                     2
forces                                 1
and                                    1
emotion                                1
confess                                1
not                                    1
present                                2
discourage                             1
comforting                             1
company                                1
will                                   1
example                                1
this                                   6
some                                   1
make                                   1
acceptable                             1
might                                  1
deliberately                           1
other                                  1
have                                   1
one                                    2
way                                    1
from                                   1
stage                                  1
chooses                                1
morally                                1
accused                                8
because                                2
normally                               1
allows                                 1
if                                     1
deciding                               1
money                                  1
showing                                1
treated                                1
do                                     3
question                               3
situation                              1
want                                   1
regardless                             1
just                                   3
alibis                                 1
is                                     2
it                                     1
diffused                               1
a                                      2
choices                                1
at                                     1
you                                    7
the                                   14
in                                     3
should                                 1
cry                                    1
two                                    1
point                                  1
which                                  1
plan                                   1
interviewer                            2
an                                     2
negative                               1

Totals:                     91       156
