Token                          Frequency
-----------------------------  ---------
they                                   1
jobs                                   1
manager                                2
store                                  2
for                                    2
no                                     2
pocketed                               1
supervision                            2
perpetrated                            1
went                                   1
skimming                               4
of                                     8
open                                   2
are                                    2
autonomy                               1
sales                                  6
rang                                   1
on                                     2
branches                               1
these                                  3
turn                                   1
hours                                  6
or                                     3
he                                     2
without                                2
salesmen                               1
include                                1
not                                    2
record                                 1
pocket                                 1
off-site                               1
then                                   2
will                                   1
opening                                2
owners                                 2
some                                   2
retail                                 1
satellite                              1
idea                                   1
knowledge                              1
unrecorded                             1
made                                   2
most                                   1
tape                                   2
locations                              1
times                                  1
destroyed                              1
do                                     1
usual                                  1
scratch                                1
just                                   1
schemes                                1
a                                      4
10:00                                  2
weekends                               1
up                                     1
register                               4
independent                            1
point                                  1
stores                                 2
proceeds                               1
to                                     6
transactions                           1
but                                    2
by                                     1
remote                                 1
fraud                                  1
every                                  1
has                                    1
been                                   1
close                                  1
who                                    4
skim                                   1
after                                  1
conduct                                1
level                                  1
deal                                   1
his                                    1
accumulated                            1
instance                               1
had                                    1
translates                             1
work                                   3
so                                     1
and                                    4
that                                   1
on-site                                1
often                                  1
operate                                1
cash                                   2
nonbusiness                            2
even                                   1
example                                1
day                                    1
this                                   2
early                                  1
does                                   1
can                                    2
have                                   3
way                                    1
from                                   1
business                               2
was                                    4
because                                1
another                                1
facility                               1
offices                                1
during                                 4
if                                     2
all                                    3
8:00                                   1
revenue                                1
with                                   1
is                                     1
it                                     1
poor                                   1
into                                   1
at                                     5
as                                     3
the                                   14
persons                                1
in                                     3
a.m                                    2
before-                                1
two                                    2
which                                  1
registers                              1
there                                  1
context                                1
instead                                1
removed                                1
high                                   1
started                                1
discussed                              1
their                                  2
costly                                 1
occur                                  1
employees                              4

Totals:                    138       244
