Token                          Frequency
-----------------------------  ---------
need                                   2
using                                  1
understand                             1
external                               1
maintain                               2
received                               1
equipment                              2
accounting                             2
checks                                 2
time                                   1
event                                  1
2011                                   2
occurring                              1
place                                  2
#                                      1
exits                                  2
how                                    1
log                                    1
investigate                            1
3                                      3
2                                      2
1                                      2
system                                 2
7                                      1
6                                      1
5                                      1
4                                      1
9                                      1
8                                      1
audits                                 2
theft                                  1
computer                               2
before                                 1
behavior                               2
use                                    2
fraudulent                             1
11                                     1
12                                     1
training                               2
document                               1
designed                               1
—                                      1
assess                                 1
entries                                2
investigating                          1
sensitive                              5
anti-fraud                             5
tone                                   2
•                                      2
previous                               1
deter                                  1
documents                              3
organizations                          2
a                                      7
back                                   1
deterrence                             2
alter                                  1
billing                                1
10                                     1
expense                                1
pre-employment                         2
inventory                              2
background                             1
having                                 1
maintained                             2
to                                    24
physical                               6
recording                              2
ca                                     1
provide                                3
offenses                               1
by                                     2
policies                               7
auditors                               1
who                                    2
conduct                                7
software                               1
personnel                              2
losses                                 1
sy                                     1
invoices                               1
be                                     7
unethical                              5
control                                1
monitor                                3
providing                              1
sh                                     1
and                                   27
sign                                   1
that                                   4
assets                                 5
containing                             2
cash                                   1
examiners                              2
areas                                  9
does                                  11
payroll                                1
can                                    3
evidence                               1
about                                  1
signal                                 1
re                                     1
destroy                                1
organization                          13
implement                              1
employee                               1
all                                    1
monitored                              1
individuals                            2
law                                    1
accounts                               1
as                                     3
audit                                  4
minimize                               1
persons                                1
there                                  1
an                                     7
high                                   4
assessment                             3
employees                              3
out                                    2
they                                   1
jobs                                   2
employment                             1
for                                    4
cctv                                   2
permitted                              1
of                                    16
help                                   1
are                                    2
sales                                  2
describe                               1
report                                 1
prevention                             4
on                                     2
unannounced                            2
carry                                  2
reported                               2
information                            3
programs                               1
support                                1
journals                               1
4.840                                  1
identify                               1
or                                     9
random                                 2
questions                              1
prevent                                1
create                                 1
receiving                              1
not                                    1
promptly                               2
will                                   1
reporting                              1
4.839                                  1
records                                2
port                                   1
accessing                              1
punishment                             1
ground                                 1
tolerated                              1
protect                                1
storerooms                             1
anonymous                              2
violations                             2
probability                            1
misplace                               1
engaging                               1
module                                 1
receipts                               1
ethical                                1
restricted                             2
access                                11
should                                12
within                                 1
based                                  1
used                                   1
where                                  1
fraud                                 11
procedures                             2
incidents                              2
ledgers                                1
shipping                               1
trail                                  4
value                                  4
sets                                   1
systems                                2
throughout                             1
such                                   4
offering                               1
professional                           2
restrict                               4
importance                             1
company                                3
applicant                              1
management                             2
senior                                 1
perpetrators                           1
other                                  2
loss                                   2
have                                   1
ethics                                 5
way                                    1
security                               2
from                                   1
dishonest                              2
risk                                   2
controls                               6
ternal                                 1
purchasing                             1
receive                                1
those                                  2
with                                   5
check                                  1
acknowledgment                         1
the                                   30
in                                     4
manual                                 2
address                                1
suspected                              4
stem                                   1
their                                  3
also                                   2
educate                                1

Totals:                    224       564
