Token                          Frequency
-----------------------------  ---------
to                                     4
con                                    1
they                                   1
sometimes                              1
for                                    1
infant                                 1
maintain                               1
by                                     1
people                                 2
been                                   1
who                                    1
of                                     4
sent                                   1
student                                1
schools                                4
scheme                                 1
appeal                                 1
grandchildren                          1
connections                            1
be                                     2
tells                                  1
victim                                 2
or                                     1
portfolio                              1
prepare                                1
he                                     1
charged                                1
and                                    2
models                                 1
careers                                1
that                                   3
price                                  1
instrumental                           1
often                                  1
then                                   1
will                                   1
grandparents                           1
some                                   1
famous                                 1
parents                                1
model                                  1
can                                    1
have                                   1
children                               1
pictures                               1
pretty                                 1
inaccurately                           1
vanity                                 1
typical                                1
—                                      2
money                                  1
earned                                 1
starting                               1
portraits                              1
prospective                            1
with                                   1
may                                    1
is                                     1
a                                      2
potential                              1
as                                     1
inflated                               1
the                                   10
game                                   1
customers                              1
in                                     2
employ                                 1
lures                                  1
representative                         1
school                                 1
modeling                               4
exceptionally                          1
an                                     1
target                                 1
successful                             1
claim                                  1
their                                  1

Totals:                     77       107
