Token                          Frequency
-----------------------------  ---------
computer                               2
to                                     1
scavenging                             2
from                                   1
organization                           1
on                                     1
left                                   1
sensitive                              1
information                            2
involves                               1
so                                     1
dumpster                               2
a                                      1
gleaning                               1
dumpsters                              1
the                                    1
refers                                 1
in                                     1
around                                 1
and                                    3
obtaining                              1
system                                 1
cans                                   1
receptacles                            1
an                                     1
trash                                  2
diving                                 2
room                                   1

Totals:                     28        36
