Token                          Frequency
-----------------------------  ---------
to                                     1
person                                 1
sometimes                              1
for                                    1
involve                                1
by                                     1
fraud                                  1
after                                  1
of                                     2
would                                  1
resistance                             1
says                                   1
2011                                   1
investigation                          1
duties                                 1
stating                                1
be                                     1
get                                    1
or                                     1
3.230                                  1
and                                    2
statement                              1
that                                   1
then                                   3
will                                   1
examiners                              1
example                                2
this                                   2
immediately                            1
typically                              1
don’t                                  2
one                                    1
about                                  2
theory                                 1
well                                   1
purpose                                1
wanted                                 1
was                                    1
response                               2
controls                               1
typical                                1
if                                     1
do                                     2
question                               1
internal                               1
find                                   1
is                                     1
with                                   1
application                            1
it                                     1
diffused                               1
responding                             1
your                                   1
a                                      3
you                                    1
accepting                              1
the                                    5
know                                   3
i                                      4
manual                                 1
anything                               2
interviewer                            2
see                                    1
what                                   1
interview                              2
things                                 1
out                                    1

Totals:                     67        91
